CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time,OFFICERS_AT_SCENE
1702541,16000105110,2016105110,350,HAZARDS,HAZARDS,HAZARDS,3/26/16 23:03,AURORA AV N / W GREEN LAKE WY N,J,J3,3500.2,-122.34683,47.675983,"(47.675983, -122.34683)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/26/16 19:22,2
1702542,16000105005,2016105005,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/26/16 23:06,108XX BLOCK OF 37 AV SW,W,W3,12100.2013,-122.37875,47.505516,"(47.505516, -122.37875)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/26/16 17:50,3
1702543,16000105361,2016105361,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/26/16 23:39,S KENYON ST / KENYON ON RP,,FS,,-122.334335,47.53204,"(47.53204, -122.334335)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1702544,16000105352,2016105352,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/26/16 23:27,HIGHLAND PARK WY SW / 2 AV SW,F,F1,11200.2062,-122.33711,47.53981,"(47.53981, -122.33711)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,3
1702545,16000105349,2016105349,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/26/16 23:33,50XX BLOCK OF PUGET BV SW,F,F1,10800.3009,-122.36167,47.55672,"(47.55672, -122.36167)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,,0
1702546,16000105328,2016105328,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/26/16 23:20,7 AV S / S MAIN ST,K,K3,9200.101,-122.323746,47.600025,"(47.600025, -122.323746)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1702547,16000105301,2016105301,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/26/16 23:31,12XX BLOCK OF 5 AV N,Q,Q2,6700.3012,-122.34754,47.630165,"(47.630165, -122.34754)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,3
1702549,16000105243,2016105243,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/26/16 23:38,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915,47.62256,"(47.62256, -122.320915)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",,0
1702550,16000105234,2016105234,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/26/16 23:20,8XX BLOCK OF ALASKAN WY,K,K1,8100.1047,-122.33744,47.602676,"(47.602676, -122.33744)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/26/16 21:25,4
1702551,16000105150,2016105150,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/26/16 23:20,1XX BLOCK OF PIKE ST,M,M1,8100.3001,-122.33946,47.609055,"(47.609055, -122.33946)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/26/16 20:58,2
1702552,16000105365,2016105365,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/27/16 0:03,55XX BLOCK OF 25 AV NE,U,U3,4301.2012,-122.30062,47.66926,"(47.66926, -122.30062)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,1
1702553,16000105364,2016105364,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/26/16 23:53,INVERNESS DR NE / PAISLEY DR NE,U,U3,2200.3014,-122.27535,47.692142,"(47.692142, -122.27535)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,,1
1702554,16000105355,2016105355,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,3/26/16 23:58,15XX BLOCK OF 12 AV,E,E2,7500.4007,-122.31685,47.614685,"(47.614685, -122.31685)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,,3
1702556,16000105246,2016105246,31,STRONG ARM ROBBERY,ROBBERY,ROBBERY,3/26/16 23:47,17XX BLOCK OF E MADISON ST,C,C2,7900.4,-122.309494,47.615864,"(47.615864, -122.309494)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/26/16 21:41,1
1702557,16000105212,2016105212,30,ARMED ROBBERY,GUN CALLS,ROBBERY,3/26/16 23:57,93XX BLOCK OF 38 AV S,S,S1,11700.2025,-122.28485,47.518997,"(47.518997, -122.28485)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,3/26/16 21:02,4
1702558,16000105208,2016105208,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,3/26/16 22:32,7 AV S / S WELLER ST,H,H2,9100.2007,-122.32376,47.597507,"(47.597507, -122.32376)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,3/26/16 20:56,1
1702559,16000105192,2016105192,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/26/16 23:42,SWIFT AV S / S ALBRO PL,O,O3,10402.1027,-122.311134,47.548885,"(47.548885, -122.311134)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/26/16 20:40,4
1702560,16000105176,2016105176,161,TRESPASS,TRESPASS,TRESPASS,3/26/16 23:46,59XX BLOCK OF MERIDIAN AV N,B,B3,4600.2002,-122.33356,47.67207,"(47.67207, -122.33356)",TRESPASS,TRESPASS,TRESPASS,3/26/16 20:36,4
1702561,16000105078,2016105078,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,3/26/16 23:44,59XX BLOCK OF 37 AV S,R,R3,10300.301,-122.28626,47.548897,"(47.548897, -122.28626)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,3/26/16 20:14,3
1702562,16000104885,2016104885,30,ARMED ROBBERY,GUN CALLS,ROBBERY,3/26/16 23:52,RAINIER AV S / S MCCLELLAN ST,H,H3,9500.4004,-122.29816,47.57835,"(47.57835, -122.29816)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,3/26/16 15:38,2
1702563,16000105384,2016105384,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 0:08,3 AV S / S WASHINGTON ST,H,H2,9200.2014,-122.33027,47.600876,"(47.600876, -122.33027)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,2
1702564,16000105371,2016105371,202,ALACAD - COMMERCIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,3/27/16 0:12,16XX BLOCK OF N 45 ST,B,B3,5000.1041,-122.33886,47.661385,"(47.661385, -122.33886)","ALARM - COMM, HOLD-UP/PANIC (EXCEPT BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,2
1702565,16000105284,2016105284,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/27/16 0:03,WESTERN AV / UNION ST,H,H2,8100.3013,-122.34022,47.607365,"(47.607365, -122.34022)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/26/16 22:34,1
1702566,16000105268,2016105268,64,SHOPLIFT,THEFT,SHOPLIFTING,3/27/16 0:04,111XX BLOCK OF ROOSEVELT WY NE,L,L1,1200.1006,-122.31786,47.70939,"(47.70939, -122.31786)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,3/26/16 23:02,3
1702568,16000105393,2016105393,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 0:26,22XX BLOCK OF 2 AV,D,D1,8001.2009,-122.345,47.613655,"(47.613655, -122.345)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1702569,16000105376,2016105376,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/27/16 0:20,NE 110 ST / 35 AV NE,H,H2,1000.2,-122.290764,47.70837,"(47.70837, -122.290764)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,1
1702570,16000105372,2016105372,260,"ANIMALS - INJURED, DEAD, DANGEROUS",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,3/27/16 0:20,15XX BLOCK OF BROADWAY,E,E2,7500.4015,-122.32079,47.614655,"(47.614655, -122.32079)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,,2
1702571,16000105353,2016105353,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 0:17,30XX BLOCK OF NW MARKET ST,B,B1,3200.4018,-122.39507,47.668644,"(47.668644, -122.39507)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,3/26/16 23:30,2
1702572,16000105052,2016105052,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",3/27/16 0:10,47XX BLOCK OF 12 AV NE,U,U2,5301.2003,-122.315254,47.664013,"(47.664013, -122.315254)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",3/26/16 20:11,2
1702573,16000105402,2016105402,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/27/16 0:41,1XX BLOCK OF BROADWAY E,E,E1,7402.101,-122.32086,47.619324,"(47.619324, -122.32086)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,2
1702574,16000105397,2016105397,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 0:27,19XX BLOCK OF WESTERN AV,M,M1,8100.3011,-122.34288,47.609814,"(47.609814, -122.34288)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,1
1702575,16000105392,2016105392,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 0:36,56XX BLOCK OF 22 AV NW,H,H3,4700.4007,-122.38474,47.66982,"(47.66982, -122.38474)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,,1
1702576,16000105391,2016105391,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/27/16 0:39,2XX BLOCK OF PIKE ST,M,M3,8100.2015,-122.33835,47.609516,"(47.609516, -122.33835)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,2
1702577,16000105390,2016105390,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/27/16 0:39,50XX BLOCK OF 15 AV NE,U,U1,4400.4009,-122.31193,47.66566,"(47.66566, -122.31193)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,,2
1702578,16000105386,2016105386,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 0:22,S LUCILE ST / 15 AV S,H,H3,10402.4021,-122.31348,47.553444,"(47.553444, -122.31348)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,2
1702579,16000105381,2016105381,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 0:47,20XX BLOCK OF BOYER AV E,C,C2,6200.3012,-122.305695,47.63718,"(47.63718, -122.305695)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,1
1702580,16000105377,2016105377,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 0:49,44XX BLOCK OF RAINIER AV S,R,R3,10100.2013,-122.28801,47.563457,"(47.563457, -122.28801)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",,3
1702581,16000105366,2016105366,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 0:30,22XX BLOCK OF NW 59 ST,H,H2,4700.4002,-122.38616,47.671642,"(47.671642, -122.38616)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,3
1702583,16000105329,2016105329,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,3/27/16 0:28,59XX BLOCK OF 34 AV SW,W,W2,10702.101,-122.37501,47.549225,"(47.549225, -122.37501)",TRESPASS,TRESPASS,TRESPASS,,4
1702584,16000105304,2016105304,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 0:38,MERCER ST / QUEEN ANNE AV N,Q,Q3,7000.3022,-122.35671,47.62458,"(47.62458, -122.35671)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/26/16 22:39,4
1702585,16000105279,2016105279,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 0:39,3XX BLOCK OF N 105 ST,N,N1,1400.2015,-122.35478,47.705082,"(47.705082, -122.35478)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/26/16 22:18,4
1702586,16000105277,2016105277,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 0:32,NE 47 ST / 12 AV NE,U,U2,5301.2008,-122.31526,47.663105,"(47.663105, -122.31526)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,4
1702587,16000105200,2016105200,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",3/27/16 0:36,105XX BLOCK OF GREENWOOD AV N,N,N1,1400.2015,-122.35546,47.70599,"(47.70599, -122.35546)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/26/16 23:24,2
1702588,16000105408,2016105408,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/27/16 0:52,14XX BLOCK OF 5 AV,M,M3,8100.2011,-122.33512,47.61018,"(47.61018, -122.33512)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,0
1702589,16000105407,2016105407,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 0:49,RAINIER AV S / S BRANDON ST,R,R3,10300.2001,-122.279655,47.553402,"(47.553402, -122.279655)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,,0
1702590,16000105276,2016105276,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 0:43,22 AV S / S HILL ST,R,R1,9400.3003,-122.304245,47.58451,"(47.58451, -122.304245)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",3/26/16 22:14,1
1702591,16000105182,2016105182,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 0:49,12XX BLOCK OF NE RAVENNA BV,U,U1,4400.2013,-122.31495,47.671703,"(47.671703, -122.31495)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/26/16 20:35,3
1702592,16000105179,2016105179,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/27/16 0:43,80XX BLOCK OF JONES AV NW,J,J2,3100.1007,-122.386475,47.68775,"(47.68775, -122.386475)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,3/26/16 22:47,1
1702593,16000105415,2016105415,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 1:02,10 AV W / W MCGRAW ST,Q,Q2,5900.4034,-122.37031,47.639595,"(47.639595, -122.37031)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,,2
1702594,16000105410,2016105410,139,GANG GRAFFITI,PROPERTY DAMAGE,PROPERTY DAMAGE,3/27/16 0:56,CRAWFORD PL / E PIKE ST,E,E3,8400.3008,-122.32619,47.614082,"(47.614082, -122.32619)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,,2
1702595,16000105409,2016105409,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,3/27/16 0:56,14XX BLOCK OF NW MARKET ST,B,B1,4700.3021,-122.3749,47.668667,"(47.668667, -122.3749)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,,0
1702596,16000105389,2016105389,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/27/16 0:59,2 AV / YESLER WY,K,K2,8100.2043,-122.331985,47.601715,"(47.601715, -122.331985)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,,0
1702597,16000105388,2016105388,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 1:00,72XX BLOCK OF E GREEN LAKE DR N,J,J3,4600.1,-122.325966,47.680508,"(47.680508, -122.325966)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,,0
1702598,16000105343,2016105343,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 0:52,17XX BLOCK OF E MADISON ST,C,C2,7900.4,-122.309494,47.615864,"(47.615864, -122.309494)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,,1
1702599,16000105333,2016105333,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 0:59,24XX BLOCK OF 10 AV E,H,H1,6100.2012,-122.32006,47.642273,"(47.642273, -122.32006)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,1
1702600,16000105266,2016105266,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,3/26/16 23:58,3XX BLOCK OF N 76 ST,J,J3,2800.2003,-122.35386,47.68402,"(47.68402, -122.35386)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,3/26/16 22:36,4
1702601,16000105173,2016105173,64,SHOPLIFT,THEFT,SHOPLIFTING,3/27/16 0:54,14XX BLOCK OF S LANE ST,G,G3,9000.2033,-122.31344,47.596653,"(47.596653, -122.31344)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,3/26/16 20:50,3
1702602,16000105096,2016105096,64,SHOPLIFT,THEFT,SHOPLIFTING,3/27/16 0:53,8XX BLOCK OF RAINIER AV S,G,G3,9400.2003,-122.31026,47.594215,"(47.594215, -122.31026)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,3/26/16 19:58,1
1702603,16000105424,2016105424,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 1:07,3 AV / VIRGINIA ST,M,M2,7200.1067,-122.3409,47.612396,"(47.612396, -122.3409)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,3
1702604,16000105421,2016105421,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 1:01,S BAYVIEW ST / BEACON AV S,R,R1,9400.4013,-122.313805,47.581013,"(47.581013, -122.313805)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,4
1702605,16000105412,2016105412,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 1:01,UNIVERSITY BR / NE PACIFIC ST,U,U2,5302.2012,-122.31908,47.65442,"(47.65442, -122.31908)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1702606,16000105387,2016105387,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/27/16 1:02,15XX BLOCK OF BROADWAY,E,E2,7500.4015,-122.32079,47.614655,"(47.614655, -122.32079)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 0:15,1
1702607,16000105362,2016105362,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 1:01,25XX BLOCK OF 29 AV S,R,R2,9500.4003,-122.29518,47.57925,"(47.57925, -122.29518)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,,0
1702608,16000105356,2016105356,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 0:31,11 AV / E PIKE ST,E,E2,7500.4006,-122.31814,47.614094,"(47.614094, -122.31814)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/26/16 23:28,2
1702609,16000105351,2016105351,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/27/16 1:01,90XX BLOCK OF 12 AV NW,J,J1,1702.3011,-122.37141,47.69516,"(47.69516, -122.37141)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,3/26/16 23:39,2
1702610,16000105348,2016105348,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 1:03,33XX BLOCK OF E JOHN ST,C,C3,7800.401,-122.289604,47.620148,"(47.620148, -122.289604)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,,2
1702611,16000105321,2016105321,64,SHOPLIFT,THEFT,SHOPLIFTING,3/27/16 1:01,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.36969,47.66147,"(47.66147, -122.36969)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,3/26/16 23:01,4
1702612,16000105305,2016105305,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,3/27/16 1:00,9XX BLOCK OF SENECA ST,E,E3,8300.1003,-122.32811,47.61007,"(47.61007, -122.32811)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/27/16 0:02,4
1702613,16000105154,2016105154,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 1:02,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.32077,47.613518,"(47.613518, -122.32077)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,3/26/16 20:23,3
1702614,16000105295,2016105295,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,3/27/16 1:17,30XX BLOCK OF 17 AV S,R,R1,10002.202,-122.310745,47.57642,"(47.57642, -122.310745)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,3/26/16 22:30,1
1702615,16000105125,2016105125,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 1:15,132XX BLOCK OF 1 AV NW,N,N1,401.2017,-122.358246,47.726196,"(47.726196, -122.358246)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/26/16 22:43,3
1702617,16000105436,2016105436,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/27/16 1:22,22XX BLOCK OF 1 AV,D,D1,8002.2005,-122.34586,47.61299,"(47.61299, -122.34586)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,1
1702618,16000105434,2016105434,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/27/16 1:35,JOHN ST / WARREN AV N,Q,Q3,7100.2002,-122.35414,47.619762,"(47.619762, -122.35414)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,2
1702619,16000105431,2016105431,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 1:27,10XX BLOCK OF 12 AV S,H,H2,9300.1024,-122.31728,47.592686,"(47.592686, -122.31728)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,0
1702620,16000105423,2016105423,161,TRESPASS,TRESPASS,TRESPASS,3/27/16 1:26,4XX BLOCK OF FAIRVIEW AV N,D,D3,7300.1019,-122.334274,47.62258,"(47.62258, -122.334274)",TRESPASS,TRESPASS,TRESPASS,,3
1702621,16000105413,2016105413,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/27/16 1:29,15XX BLOCK OF 11 AV,E,E2,7500.4014,-122.31815,47.614674,"(47.614674, -122.31815)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,2
